# t,rho,B,strain,J
1.433999999999999986e+01,4.910295015527269546e-01,8.930744303739818202e-01,1.009109605167339205e-02,3.694822657248130748e-01
1.436999999999999922e+01,4.915499785287082979e-01,8.927638669172285324e-01,1.010723135978967326e-02,3.690074462186838100e-01
1.439999999999999858e+01,4.920695801366815614e-01,8.924531379288378474e-01,1.012211600112893593e-02,3.685336994596579152e-01
1.442999999999999972e+01,4.925883083085364489e-01,8.921422593281131963e-01,1.013574540449780140e-02,3.680610280481852459e-01
1.445999999999999908e+01,4.931061649801058433e-01,8.918312470632226985e-01,1.014811519546117945e-02,3.675894345847913192e-01
1.449000000000000021e+01,4.936231520911634751e-01,8.915200927134460107e-01,1.016125477701361121e-02,3.671189216691188029e-01
1.451999999999999957e+01,4.941392715688661119e-01,8.912088101900874637e-01,1.017330292741504619e-02,3.666494818660880894e-01
1.454999999999999893e+01,4.946545253429545097e-01,8.908974158378043517e-01,1.018405496634760578e-02,3.661811169519919029e-01
1.458000000000000007e+01,4.951689153473867733e-01,8.905859260217248163e-01,1.019350715673969336e-02,3.657138296933441501e-01
1.460999999999999943e+01,4.956824435203295298e-01,8.902743571248230570e-01,1.020165597325016493e-02,3.652476228516980949e-01
1.463999999999999879e+01,4.961951118041472708e-01,8.899627255452908781e-01,1.020849810311007244e-02,3.647824991826552621e-01
1.466999999999999993e+01,4.967069221453900840e-01,8.896510476939024636e-01,1.021403044692107027e-02,3.643184614348787820e-01
1.469999999999999929e+01,4.972178764947799423e-01,8.893393399913765984e-01,1.021825011941034089e-02,3.638555123491108989e-01
1.472999999999999865e+01,4.977279768071952715e-01,8.890276188657338929e-01,1.022115445014167880e-02,3.633936546571950310e-01
1.475999999999999979e+01,4.982372250416537973e-01,8.887159007496514551e-01,1.022274098418284906e-02,3.629328910811022713e-01
1.478999999999999915e+01,4.987456231612940605e-01,8.884041957910330245e-01,1.022352352135964468e-02,3.624732243319625513e-01
1.482000000000000028e+01,4.992531731291280916e-01,8.880924931448301862e-01,1.022522424694746399e-02,3.620146545473090782e-01
1.484999999999999964e+01,4.997598768939390812e-01,8.877808088500163120e-01,1.022563648613947565e-02,3.615571733177028180e-01
1.487999999999999901e+01,5.002657364083924474e-01,8.874691589421654925e-01,1.022475849349635882e-02,3.611007832086288172e-01
1.491000000000000014e+01,5.007707536290133543e-01,8.871575594509406582e-01,1.022258872988145509e-02,3.606454867723695723e-01
1.493999999999999950e+01,5.012749305161628977e-01,8.868460263975854740e-01,1.021912586282953950e-02,3.601912865471109670e-01
1.496999999999999886e+01,5.017782690340124585e-01,8.865345757924126824e-01,1.021436876687421488e-02,3.597381850560553151e-01
1.500000000000000000e+01,5.022807711505171691e-01,8.862232236322959977e-01,1.020831652383371105e-02,3.592861848065386776e-01
1.502999999999999936e+01,5.027824388373871578e-01,8.859119858981643336e-01,1.020096842305524658e-02,3.588352882891547302e-01
1.505999999999999872e+01,5.032832740700582397e-01,8.856008785524963622e-01,1.019232396161771567e-02,3.583854979768842930e-01
1.508999999999999986e+01,5.037832788276606077e-01,8.852899175368211804e-01,1.018238284449273293e-02,3.579368163242315770e-01
1.511999999999999922e+01,5.042824550929860816e-01,8.849790904155501181e-01,1.017348382672581333e-02,3.574892457663663148e-01
1.514999999999999858e+01,5.047808048335797881e-01,8.846683933330193872e-01,1.016492023365293297e-02,3.570427772790503163e-01
1.517999999999999972e+01,5.052783300075192052e-01,8.843578417656978718e-01,1.015509693589950954e-02,3.565974053390608134e-01
1.520999999999999908e+01,5.057750325763055166e-01,8.840474511654796697e-01,1.014401400050438974e-02,3.561531322349500428e-01
1.524000000000000021e+01,5.062709145048301940e-01,8.837372369573479602e-01,1.013167168995214931e-02,3.557099602353975265e-01
1.526999999999999957e+01,5.067659777613402472e-01,8.834272062869313880e-01,1.011875329321000778e-02,3.552678915884281974e-01
1.529999999999999893e+01,5.072602243119347376e-01,8.831173233153361002e-01,1.010881625198452316e-02,3.548269252069930491e-01
1.533000000000000007e+01,5.077536560921134257e-01,8.828076030181704059e-01,1.009765690731234851e-02,3.543870427604820517e-01
1.535999999999999943e+01,5.082462750405384311e-01,8.824980603439721571e-01,1.008527559838054595e-02,3.539482463766985831e-01
1.538999999999999879e+01,5.087380830990009262e-01,8.821886425532803333e-01,1.007728915803597462e-02,3.535105381634947030e-01
1.541999999999999993e+01,5.092290821677064594e-01,8.818793594932614610e-01,1.006850822882044208e-02,3.530738931293330718e-01
1.544999999999999929e+01,5.097192741467666544e-01,8.815701541176206302e-01,1.006450768702366223e-02,3.526383114245067452e-01
1.547999999999999865e+01,5.102086608921024835e-01,8.812609771848286533e-01,1.006467376401413809e-02,3.522037664740579332e-01
1.550999999999999979e+01,5.106972442207936558e-01,8.809517397288402218e-01,1.007238833122115276e-02,3.517702349404471796e-01
1.553999999999999915e+01,5.111850258851219353e-01,8.806423505036150567e-01,1.008790333513965957e-02,3.513376777502985049e-01
1.557000000000000028e+01,5.116720075713776517e-01,8.803327496285231479e-01,1.010859291139269700e-02,3.509060551000409145e-01
1.559999999999999964e+01,5.121581909207745253e-01,8.800228966701535427e-01,1.013281639698299791e-02,3.504753398543556386e-01
1.562999999999999901e+01,5.126435775424241781e-01,8.797127572503313786e-01,1.016006773671658016e-02,3.500455127365933450e-01
1.566000000000000014e+01,5.131281690174568366e-01,8.794023243792873368e-01,1.018800990812696212e-02,3.496165569638279846e-01
1.568999999999999950e+01,5.136119669170955415e-01,8.790916026360943158e-01,1.021565489997303122e-02,3.491884667041189050e-01
1.571999999999999886e+01,5.140949728102736094e-01,8.787805546226976627e-01,1.024659251835793351e-02,3.487612407413022142e-01
1.575000000000000000e+01,5.145771882361895866e-01,8.784691952966469097e-01,1.027634794036101119e-02,3.483348612253475696e-01
1.577999999999999936e+01,5.150586147386572167e-01,8.781575396787886234e-01,1.030491393135983536e-02,3.479093311212946293e-01
1.580999999999999872e+01,5.155392538661234259e-01,8.778456028511498754e-01,1.033228342338032846e-02,3.474846534055602287e-01
1.583999999999999986e+01,5.160191071716849764e-01,8.775333528542763606e-01,1.036247835347798782e-02,3.470608310650900030e-01
1.586999999999999922e+01,5.164981761824044559e-01,8.772208002865117260e-01,1.039186129982612970e-02,3.466378484911457059e-01
1.589999999999999858e+01,5.169764624271443454e-01,8.769079607263629006e-01,1.042000476536180179e-02,3.462157069410701227e-01
1.592999999999999972e+01,5.174539674397972133e-01,8.765948498127545951e-01,1.044690166477553472e-02,3.457944096301524550e-01
1.595999999999999908e+01,5.179306927592998155e-01,8.762814832427219258e-01,1.047254509614804763e-02,3.453739597828882069e-01
1.599000000000000021e+01,5.184066399296460848e-01,8.759678767690924905e-01,1.049692834257014498e-02,3.449543606320721878e-01
1.601999999999999957e+01,5.188818104998982328e-01,8.756540448598461035e-01,1.052015742368812845e-02,3.445356154178934593e-01
1.605000000000000071e+01,5.193562060233291033e-01,8.753399916753386023e-01,1.054310501206019365e-02,3.441177268610965401e-01
1.607999999999999829e+01,5.198298280507228641e-01,8.750256991030657128e-01,1.056768437207715808e-02,3.437006936230018184e-01
1.610999999999999943e+01,5.203026781159679759e-01,8.747111835272267655e-01,1.059094638467618713e-02,3.432845056328612809e-01
1.614000000000000057e+01,5.207747577584447285e-01,8.743964613757896354e-01,1.061288525002617757e-02,3.428691663864315009e-01
1.616999999999999815e+01,5.212460685230270174e-01,8.740815421012942954e-01,1.063408029299164545e-02,3.424546793811081291e-01
1.619999999999999929e+01,5.217166119555521897e-01,8.737664289481074098e-01,1.065504781389861079e-02,3.420410453692543928e-01
1.623000000000000043e+01,5.221863895988100301e-01,8.734511381271797825e-01,1.067470580402734778e-02,3.416282626726412919e-01
1.625999999999999801e+01,5.226554030009139540e-01,8.731356858815889632e-01,1.069304945530887875e-02,3.412163346858888002e-01
1.628999999999999915e+01,5.231236537152958999e-01,8.728200884840473517e-01,1.071007416333860998e-02,3.408052648013125685e-01
1.632000000000000028e+01,5.235911433007003346e-01,8.725043622344028638e-01,1.072577552838934259e-02,3.403950564080147623e-01
1.634999999999999787e+01,5.240578733211763707e-01,8.721885234571324919e-01,1.074014935638428238e-02,3.399857128909773429e-01
1.637999999999999901e+01,5.245238453460683292e-01,8.718725884988298702e-01,1.075319165982994464e-02,3.395772376301579021e-01
1.641000000000000014e+01,5.249890609500053040e-01,8.715565737256867340e-01,1.076489865870868326e-02,3.391696339995883269e-01
1.643999999999999773e+01,5.254535217128889490e-01,8.712404955209684942e-01,1.077526678133068801e-02,3.387629053664765744e-01
1.646999999999999886e+01,5.259172292198796006e-01,8.709243702824872591e-01,1.078429266514519674e-02,3.383570550903113316e-01
1.650000000000000000e+01,5.263801850613812894e-01,8.706082144200670836e-01,1.079197315751074214e-02,3.379520865219706183e-01
1.653000000000000114e+01,5.268423908330248651e-01,8.702920443530086647e-01,1.079830531642423687e-02,3.375480030028329415e-01
1.655999999999999872e+01,5.273038481356503437e-01,8.699758765075472633e-01,1.080328641120879320e-02,3.371448078638931145e-01
1.658999999999999986e+01,5.277645585752869239e-01,8.696597067319042917e-01,1.080867631672977752e-02,3.367425044248802957e-01
1.662000000000000099e+01,5.282245237499980650e-01,8.693435486752655317e-01,1.081295076110509387e-02,3.363410880331314523e-01
1.664999999999999858e+01,5.286837452612664912e-01,8.690274190991779113e-01,1.081584131000355373e-02,3.359405609353772748e-01
1.667999999999999972e+01,5.291422247159615067e-01,8.687113347620784021e-01,1.081734603747108552e-02,3.355409265709147215e-01
1.671000000000000085e+01,5.295999637263125726e-01,8.683953124166201576e-01,1.081746324227505010e-02,3.351421883636144794e-01
1.673999999999999844e+01,5.300569639098815511e-01,8.680793688069983194e-01,1.081619144831671639e-02,3.347443497210177421e-01
1.676999999999999957e+01,5.305132268895329517e-01,8.677635206662781542e-01,1.081352940499794545e-02,3.343474140334384281e-01
1.680000000000000071e+01,5.309687542934033999e-01,8.674477847137233022e-01,1.080947608754224097e-02,3.339513846730707836e-01
1.682999999999999829e+01,5.314235477548692188e-01,8.671321490765162565e-01,1.080642988980236655e-02,3.335562649931015922e-01
1.685999999999999943e+01,5.318776088943971692e-01,8.668166203322236196e-01,1.080284260008478742e-02,3.331620473477542310e-01
1.689000000000000057e+01,5.323309393312887217e-01,8.665012147480396498e-01,1.079789934542042806e-02,3.327687312076204607e-01
1.691999999999999815e+01,5.327835406898181470e-01,8.661859485705175610e-01,1.079159973938997874e-02,3.323763197630769106e-01
1.694999999999999929e+01,5.332354145991973216e-01,8.658708380230588642e-01,1.078394360963065915e-02,3.319848161838119260e-01
1.698000000000000043e+01,5.336865626935392015e-01,8.655558993034080384e-01,1.077493099787883539e-02,3.315942236180133285e-01
1.700999999999999801e+01,5.341369866118204079e-01,8.652411485811507541e-01,1.076456215997033047e-02,3.312045451915632821e-01
1.703999999999999915e+01,5.345866879978422581e-01,8.649266019952179807e-01,1.075283756579828442e-02,3.308157840072387113e-01
1.707000000000000028e+01,5.350356685001901313e-01,8.646122756513957563e-01,1.073975789922861600e-02,3.304279431439176018e-01
1.709999999999999787e+01,5.354839297721921687e-01,8.642981457053530159e-01,1.072868920695877262e-02,3.300410256557926858e-01
1.712999999999999901e+01,5.359314734467568453e-01,8.639842153451317008e-01,1.071735458022215690e-02,3.296550193476641688e-01
1.716000000000000014e+01,5.363783011534614120e-01,8.636705001869622311e-01,1.070470518465703805e-02,3.292699223787504681e-01
1.718999999999999773e+01,5.368244145263756373e-01,8.633570158114448612e-01,1.069074198766178582e-02,3.288857376495924467e-01
1.721999999999999886e+01,5.372698152040202846e-01,8.630437777612381955e-01,1.067546615667206919e-02,3.285024680359881488e-01
1.725000000000000000e+01,5.377145048293242580e-01,8.627307398090380275e-01,1.066409900587102395e-02,3.281201163882782046e-01
1.728000000000000114e+01,5.381584850108876994e-01,8.624179150135656835e-01,1.065163148059187700e-02,3.277386620804306760e-01
1.730999999999999872e+01,5.386017573602632780e-01,8.621053076840636820e-01,1.063880377812563734e-02,3.273581070773209922e-01
1.733999999999999986e+01,5.390443234864683575e-01,8.617928708515695257e-01,1.062996250958856900e-02,3.269784500181103226e-01
1.737000000000000099e+01,5.394861849639310813e-01,8.614805879646996178e-01,1.062254693298543551e-02,3.265996701153372483e-01
1.739999999999999858e+01,5.399273433516463827e-01,8.611684058479485149e-01,1.061969144576366611e-02,3.262217581871766359e-01
1.742999999999999972e+01,5.403678001703776657e-01,8.608562424818476666e-01,1.062392018058690157e-02,3.258446912330804635e-01
1.746000000000000085e+01,5.408075568848285108e-01,8.605440066573517566e-01,1.063609188829703171e-02,3.254684354433192151e-01
1.748999999999999844e+01,5.412466148981562863e-01,8.602316176959359240e-01,1.065534823776375685e-02,3.250929536769653905e-01
1.751999999999999957e+01,5.416849755587958004e-01,8.599190243689582847e-01,1.067915448691146574e-02,3.247182129218988966e-01
1.755000000000000071e+01,5.421226401790221194e-01,8.596062121292782354e-01,1.070431466613739127e-02,3.243441914102604406e-01
1.757999999999999829e+01,5.425596100579160863e-01,8.592931352508592635e-01,1.073356454057473007e-02,3.239708812885767619e-01
1.760999999999999943e+01,5.429958864620461068e-01,8.589797985890662568e-01,1.076247952453497983e-02,3.235982629942097399e-01
1.764000000000000057e+01,5.434314706570119169e-01,8.586662162892106931e-01,1.079024517383158320e-02,3.232263360781673645e-01
1.766999999999999815e+01,5.438663639132110816e-01,8.583523425924795003e-01,1.082211018511489327e-02,3.228551035863058138e-01
1.769999999999999929e+01,5.443005674686826056e-01,8.580381929193062751e-01,1.085271661611675494e-02,3.224845460459814239e-01
1.773000000000000043e+01,5.447340825671398434e-01,8.577237827476213994e-01,1.088205747969804744e-02,3.221146670313021487e-01
1.775999999999999801e+01,5.451669104579812686e-01,8.574091276106526882e-01,1.091012596742093645e-02,3.217454701233602443e-01
1.778999999999999915e+01,5.455990523962993555e-01,8.570942342980671924e-01,1.093768643772731648e-02,3.213769589094185863e-01
1.782000000000000028e+01,5.460305096374523659e-01,8.567790765348952675e-01,1.096763654954984249e-02,3.210091336874726364e-01
1.784999999999999787e+01,5.464612834166450162e-01,8.564636703609419532e-01,1.099626911101388334e-02,3.206419823802474367e-01
1.787999999999999901e+01,5.468913749751221909e-01,8.561480318696415015e-01,1.102357737318996646e-02,3.202755087831586356e-01
1.791000000000000014e+01,5.473207855601757155e-01,8.558321772056682875e-01,1.104955478318897857e-02,3.199097166963599803e-01
1.793999999999999773e+01,5.477495164251492410e-01,8.555161225625361743e-01,1.107419498566770966e-02,3.195446099238742899e-01
1.796999999999999886e+01,5.481775688294426851e-01,8.551998841801828899e-01,1.109749182429781850e-02,3.191801922727254825e-01
1.800000000000000000e+01,5.486049440385143416e-01,8.548834783425445227e-01,1.111943934319785041e-02,3.188164675520693270e-01
1.802999999999999758e+01,5.490316433238817684e-01,8.545669213751161397e-01,1.114003178832813704e-02,3.184534395723256361e-01
1.805999999999999872e+01,5.494576679631215654e-01,8.542502267951046502e-01,1.115951315713107836e-02,3.180911121443100731e-01
1.808999999999999986e+01,5.498830192381201076e-01,8.539333766034497009e-01,1.118064436642711955e-02,3.177294880193070603e-01
1.812000000000000099e+01,5.503076984157280194e-01,8.536163876096150016e-01,1.120037551175031600e-02,3.173685582247061654e-01
1.814999999999999858e+01,5.507317067691522849e-01,8.532992766585379973e-01,1.121870128939786437e-02,3.170083267509707925e-01
1.817999999999999972e+01,5.511550455779509194e-01,8.529820606280029693e-01,1.123561661523808305e-02,3.166487975860908244e-01
1.821000000000000085e+01,5.515777161280260854e-01,8.526647564260045886e-01,1.125111662593633079e-02,3.162899747146668550e-01
1.823999999999999844e+01,5.519997197116160992e-01,8.523473809881071395e-01,1.126519668013787646e-02,3.159318621169963093e-01
1.826999999999999957e+01,5.524210576272854389e-01,8.520299512747889770e-01,1.127785235960746847e-02,3.155744637681622833e-01
1.830000000000000071e+01,5.528417311799137535e-01,8.517124842687842090e-01,1.128907947032526185e-02,3.152177836371226616e-01
1.832999999999999829e+01,5.532617416806829835e-01,8.513949745883382381e-01,1.130079113460930908e-02,3.148618256858021769e-01
1.835999999999999943e+01,5.536810904334196204e-01,8.510774358915327298e-01,1.131135676478973659e-02,3.145065855994745863e-01
1.839000000000000057e+01,5.540997787462215163e-01,8.507598848479066556e-01,1.132051644749436370e-02,3.141520661090359545e-01
1.841999999999999815e+01,5.545178079332728771e-01,8.504423381387666847e-01,1.132826692602110878e-02,3.137982710458951940e-01
1.844999999999999929e+01,5.549351793148264989e-01,8.501248124546311180e-01,1.133460516135897066e-02,3.134452042312588782e-01
1.848000000000000043e+01,5.553518942171840056e-01,8.498073244926670489e-01,1.133952833293482010e-02,3.130928694752822539e-01
1.850999999999999801e+01,5.557679539726756435e-01,8.494898909541277465e-01,1.134303383931795431e-02,3.127412705762222522e-01
1.853999999999999915e+01,5.561833599196378541e-01,8.491725285417842661e-01,1.134511929888233107e-02,3.123904113195947185e-01
1.857000000000000028e+01,5.565981134023899601e-01,8.488552539573570588e-01,1.134578255042626750e-02,3.120402954773336957e-01
1.859999999999999787e+01,5.570122157712089628e-01,8.485380838989435848e-01,1.134502165374948190e-02,3.116909268069558148e-01
1.862999999999999901e+01,5.574256683823038960e-01,8.482210350584477032e-01,1.134283489018724812e-02,3.113423090507262403e-01
1.866000000000000014e+01,5.578384725977875158e-01,8.479041241190051759e-01,1.133922076310167268e-02,3.109944459348306656e-01
1.868999999999999773e+01,5.582506297856479893e-01,8.475873677524120575e-01,1.133417799832980508e-02,3.106473411685492514e-01
1.871999999999999886e+01,5.586621413197182529e-01,8.472707817806994779e-01,1.132777894963974893e-02,3.103009984434363933e-01
1.875000000000000000e+01,5.590730085791397741e-01,8.469543639464667262e-01,1.132160954150874740e-02,3.099554211267249726e-01
1.877999999999999758e+01,5.594832329374368474e-01,8.466381311871113979e-01,1.131398339275700195e-02,3.096106059644304076e-01
1.880999999999999872e+01,5.598928157741088762e-01,8.463221004170931039e-01,1.130490020239855245e-02,3.092665567277283478e-01
1.883999999999999986e+01,5.603017584745930701e-01,8.460062512503547794e-01,1.129757045800914954e-02,3.089232771657782206e-01
1.887000000000000099e+01,5.607100624077923090e-01,8.456905946682624631e-01,1.128929416441202573e-02,3.085807574088709204e-01
1.889999999999999858e+01,5.611177289450065553e-01,8.453751446709887318e-01,1.127981149696061572e-02,3.082389990591935525e-01
1.892999999999999972e+01,5.615247594617382987e-01,8.450599116799371036e-01,1.126943168776921647e-02,3.078980048132165526e-01
1.896000000000000085e+01,5.619311553355268440e-01,8.447449119536205586e-01,1.125764562980173869e-02,3.075577760555376905e-01
1.898999999999999844e+01,5.623369179494437375e-01,8.444301617117148107e-01,1.124445449308815979e-02,3.072183162892921371e-01
1.901999999999999957e+01,5.627420486920481357e-01,8.441156771325897257e-01,1.122985966619406001e-02,3.068796289910959429e-01
1.905000000000000071e+01,5.631465489573406202e-01,8.438014649730444239e-01,1.121467300379054913e-02,3.065417176103098496e-01
1.907999999999999829e+01,5.635504201391009493e-01,8.434874941442636054e-01,1.120216413787549978e-02,3.062045821652258915e-01
1.910999999999999943e+01,5.639536636082458365e-01,8.431737803210023197e-01,1.118829453769369306e-02,3.058682089514697111e-01
1.914000000000000057e+01,5.643562807408807336e-01,8.428603391351785490e-01,1.117306580429511774e-02,3.055326012632474386e-01
1.916999999999999815e+01,5.647582729182542005e-01,8.425471861735900347e-01,1.115647974218222406e-02,3.051977623677775697e-01
1.919999999999999929e+01,5.651596415267114981e-01,8.422342739963022407e-01,1.114399254815536845e-02,3.048636955046234442e-01
1.923000000000000043e+01,5.655603879200736817e-01,8.419216132490007221e-01,1.113057847111619501e-02,3.045303811133144301e-01
1.925999999999999801e+01,5.659605134543960192e-01,8.416091882489531439e-01,1.111852165507808479e-02,3.041978206957378639e-01
1.928999999999999915e+01,5.663600194722754333e-01,8.412969686523211754e-01,1.110909660384586800e-02,3.038660062431778330e-01
1.932000000000000028e+01,5.667589072941765505e-01,8.409849024677897855e-01,1.110421949549820000e-02,3.035349244885912068e-01
1.934999999999999787e+01,5.671571782056422650e-01,8.406729253456918238e-01,1.110501158640402573e-02,3.032045544113304292e-01
1.937999999999999901e+01,5.675548334500857273e-01,8.403609350057861249e-01,1.111487778180384432e-02,3.028748706184632433e-01
1.941000000000000014e+01,5.679518742064249004e-01,8.400488464942800215e-01,1.113234925343978450e-02,3.025458341577073051e-01
1.943999999999999773e+01,5.683483015996221299e-01,8.397366128595452617e-01,1.115407416583025918e-02,3.022174124572107878e-01
1.946999999999999886e+01,5.687441167234383865e-01,8.394241726313491636e-01,1.118137365290355727e-02,3.018895867298089786e-01
1.950000000000000000e+01,5.691393206319496079e-01,8.391115380783557010e-01,1.120765618676306322e-02,3.015623330433123139e-01
1.952999999999999758e+01,5.695339143833806350e-01,8.387986553561912473e-01,1.123885039611813297e-02,3.012356540271433625e-01
1.955999999999999872e+01,5.699278990009549739e-01,8.384855397591965964e-01,1.126876023146388718e-02,3.009095285838295220e-01
1.958999999999999986e+01,5.703212755139267509e-01,8.381722066307272234e-01,1.129737929826996057e-02,3.005839604799570020e-01
1.962000000000000099e+01,5.707140449575858199e-01,8.378586214600071136e-01,1.132918311290094862e-02,3.002589534858015052e-01
1.964999999999999858e+01,5.711062083437868919e-01,8.375447892452332344e-01,1.136062676526752337e-02,2.999344935111501464e-01
1.967999999999999972e+01,5.714977666843602533e-01,8.372307258108019345e-01,1.139073680292212835e-02,2.996105806516531911e-01
1.971000000000000085e+01,5.718887209974972130e-01,8.369164470308867454e-01,1.141950667793844264e-02,2.992872188728302185e-01
1.973999999999999844e+01,5.722790723077544328e-01,8.366019688271620902e-01,1.144693003349772295e-02,2.989644121434654189e-01
1.976999999999999957e+01,5.726688216460564806e-01,8.362872927611679774e-01,1.147429496922972372e-02,2.986421644348216109e-01
1.980000000000000071e+01,5.730579700412191668e-01,8.359724004757090876e-01,1.150339118588536609e-02,2.983204745811772751e-01
1.982999999999999829e+01,5.734465185082412431e-01,8.356573084018681374e-01,1.153109396121607989e-02,2.979993343209229040e-01
1.985999999999999943e+01,5.738344680688052257e-01,8.353420330154837092e-01,1.155739709454629491e-02,2.976787478154325206e-01
1.989000000000000057e+01,5.742218197512772848e-01,8.350265908346881094e-01,1.158229459402912442e-02,2.973587192269422919e-01
1.991999999999999815e+01,5.746085745907062448e-01,8.347109984174275743e-01,1.160578067799419855e-02,2.970392527177135866e-01
1.994999999999999929e+01,5.749947336288210309e-01,8.343952723589813658e-01,1.162784977625620775e-02,2.967203524491930366e-01
1.998000000000000043e+01,5.753802979140267837e-01,8.340794292894628814e-01,1.164849653138389125e-02,2.964020225811772047e-01
2.000999999999999801e+01,5.757652685013994187e-01,8.337634858713162123e-01,1.166771579992921699e-02,2.960842672709740886e-01
2.003999999999999915e+01,5.761496464526788541e-01,8.334474587968028203e-01,1.168550265361637149e-02,2.957670906725684001e-01
2.007000000000000028e+01,5.765334328362614613e-01,8.331313647854802218e-01,1.170185238049030289e-02,2.954504969357861777e-01
2.009999999999999787e+01,5.769166287271899618e-01,8.328152022734196525e-01,1.171840613323861351e-02,2.951344902054617858e-01
2.012999999999999901e+01,5.772992351964491009e-01,8.324989721821214328e-01,1.173494050035528424e-02,2.948190681394292079e-01
2.016000000000000014e+01,5.776812533124319193e-01,8.321826916851570166e-01,1.174999374988839641e-02,2.945042292837640185e-01
2.018999999999999773e+01,5.780626841504294955e-01,8.318663779758631582e-01,1.176356176561620635e-02,2.941899779356754729e-01
2.021999999999999886e+01,5.784435287926165126e-01,8.315500482646495106e-01,1.177564066475749599e-02,2.938763183843065008e-01
2.025000000000000000e+01,5.788237883280351603e-01,8.312337197762971197e-01,1.178622679890368834e-02,2.935632549098597943e-01
2.027999999999999758e+01,5.792034638525775936e-01,8.309174097472549203e-01,1.179531675490502925e-02,2.932507917827257282e-01
2.030999999999999872e+01,5.795825564689673914e-01,8.306011354229297927e-01,1.180290735571060991e-02,2.929389332626135545e-01
2.033999999999999986e+01,5.799610672867391292e-01,8.302849140549749540e-01,1.180899566116203059e-02,2.926276835976834856e-01
2.037000000000000099e+01,5.803389974222166181e-01,8.299687628985731314e-01,1.181357896874050094e-02,2.923170470236842178e-01
2.039999999999999858e+01,5.807163479984897014e-01,8.296526917202055040e-01,1.181731404859616419e-02,2.920070277630905653e-01
2.042999999999999972e+01,5.810931201410450830e-01,8.293366949131417698e-01,1.182155293908684554e-02,2.916976273910086292e-01
2.046000000000000085e+01,5.814693149688454632e-01,8.290207893467098632e-01,1.182431689806517569e-02,2.913888420762450471e-01
2.048999999999999844e+01,5.818449336073756584e-01,8.287049918843514273e-01,1.182560410412843675e-02,2.910806758937036220e-01
2.051999999999999957e+01,5.822199771886152897e-01,8.283893193810374367e-01,1.182541296403030913e-02,2.907731329024320077e-01
2.055000000000000071e+01,5.825944468510102503e-01,8.280737886806850412e-01,1.182374211309134698e-02,2.904662171448227359e-01
2.057999999999999829e+01,5.829683437394426182e-01,8.277584166135756316e-01,1.182059041556535010e-02,2.901599326458180750e-01
2.060999999999999943e+01,5.833416690051994591e-01,8.274432199937742372e-01,1.181595696496156450e-02,2.898542834121186629e-01
2.064000000000000057e+01,5.837144238059402968e-01,8.271282156165490340e-01,1.180984108432242205e-02,2.895492734313968586e-01
2.066999999999999815e+01,5.840866093056632513e-01,8.268134202557977375e-01,1.180224232645706375e-02,2.892449066715129247e-01
2.069999999999999929e+01,5.844582266746698451e-01,8.264988506614709962e-01,1.179316047413027542e-02,2.889411870797378712e-01
2.073000000000000043e+01,5.848292770895286985e-01,8.261845235570038914e-01,1.178259554020703523e-02,2.886381185819780759e-01
2.075999999999999801e+01,5.851997617330378931e-01,8.258704556367494343e-01,1.177054776775245983e-02,2.883357050820065104e-01
2.078999999999999915e+01,5.855696817941861143e-01,8.255566635634160599e-01,1.175701763008722700e-02,2.880339504606982404e-01
2.082000000000000028e+01,5.859390384681123498e-01,8.252431437936131875e-01,1.174378945653906103e-02,2.877328585752701451e-01
2.084999999999999787e+01,5.863078329444719738e-01,8.249298860936160604e-01,1.173145522929448965e-02,2.874324262326486967e-01
2.087999999999999901e+01,5.866760664036154704e-01,8.246169066306947570e-01,1.171768061051129198e-02,2.871326479233330398e-01
2.091000000000000014e+01,5.870437400317762844e-01,8.243042215361583436e-01,1.170246653122974760e-02,2.868335273414657216e-01
2.093999999999999773e+01,5.874108550210292989e-01,8.239918469029674508e-01,1.168581413872081184e-02,2.865350681568137881e-01
2.096999999999999886e+01,5.877774125692487583e-01,8.236797980841057409e-01,1.166778787894314981e-02,2.862372740140760596e-01
2.100000000000000000e+01,5.881434138796638456e-01,8.233680767070168383e-01,1.164962405041861798e-02,2.859401482894519675e-01
2.102999999999999758e+01,5.885088601529837593e-01,8.230566531199986491e-01,1.163407120695281530e-02,2.856436895868230685e-01
2.105999999999999872e+01,5.888737525695146857e-01,8.227455290702533341e-01,1.161834917215789562e-02,2.853478856718111301e-01
2.108999999999999986e+01,5.892380923071854903e-01,8.224347203449230426e-01,1.160121249239715567e-02,2.850527352322987373e-01
2.111999999999999744e+01,5.896018805495780724e-01,8.221242419422022385e-01,1.158272898948372806e-02,2.847582418229704371e-01
2.114999999999999858e+01,5.899651184854577401e-01,8.218140395763633421e-01,1.156904658560067509e-02,2.844644087143053390e-01
2.117999999999999972e+01,5.903278072692256240e-01,8.215041285975027696e-01,1.155398948238172199e-02,2.841712152092230048e-01
2.121000000000000085e+01,5.906899480607490371e-01,8.211944660759374903e-01,1.154274069299344140e-02,2.838786647465885160e-01
2.123999999999999844e+01,5.910515419921350544e-01,8.208850220864004621e-01,1.153416115983195780e-02,2.835867406284342529e-01
2.126999999999999957e+01,5.914125901752369519e-01,8.205757260367445571e-01,1.153192025861096356e-02,2.832954307033174191e-01
2.130000000000000071e+01,5.917730936785867701e-01,8.202664865750499690e-01,1.153794985844261434e-02,2.830047088371602237e-01
