tau,vmax_label,vmax,causal_reach,demand_radius,prediction_burden
0.6226086956521739,relativistic upper bound,1.0,0.6226086956521739,0.55,0.0
0.6292307692307693,relativistic upper bound,1.0,0.6292307692307693,0.55,0.0
0.6358528428093645,relativistic upper bound,1.0,0.6358528428093645,0.55,0.0
0.6424749163879598,relativistic upper bound,1.0,0.6424749163879598,0.55,0.0
0.6490969899665552,relativistic upper bound,1.0,0.6490969899665552,0.55,0.0
0.6557190635451505,relativistic upper bound,1.0,0.6557190635451505,0.55,0.0
0.6623411371237459,relativistic upper bound,1.0,0.6623411371237459,0.55,0.0
0.6689632107023411,relativistic upper bound,1.0,0.6689632107023411,0.55,0.0
0.6755852842809364,relativistic upper bound,1.0,0.6755852842809364,0.55,0.0
0.6822073578595318,relativistic upper bound,1.0,0.6822073578595318,0.55,0.0
0.6888294314381271,relativistic upper bound,1.0,0.6888294314381271,0.55,0.0
0.6954515050167224,relativistic upper bound,1.0,0.6954515050167224,0.55,0.0
0.7020735785953177,relativistic upper bound,1.0,0.7020735785953177,0.55,0.0
0.7086956521739131,relativistic upper bound,1.0,0.7086956521739131,0.55,0.0
0.7153177257525084,relativistic upper bound,1.0,0.7153177257525084,0.55,0.0
0.7219397993311036,relativistic upper bound,1.0,0.7219397993311036,0.55,0.0
0.728561872909699,relativistic upper bound,1.0,0.728561872909699,0.55,0.0
0.7351839464882943,relativistic upper bound,1.0,0.7351839464882943,0.55,0.0
0.7418060200668897,relativistic upper bound,1.0,0.7418060200668897,0.55,0.0
0.7484280936454849,relativistic upper bound,1.0,0.7484280936454849,0.55,0.0
0.7550501672240802,relativistic upper bound,1.0,0.7550501672240802,0.55,0.0
0.7616722408026756,relativistic upper bound,1.0,0.7616722408026756,0.55,0.0
0.7682943143812709,relativistic upper bound,1.0,0.7682943143812709,0.55,0.0
0.7749163879598662,relativistic upper bound,1.0,0.7749163879598662,0.55,0.0
0.7815384615384615,relativistic upper bound,1.0,0.7815384615384615,0.55,0.0
0.7881605351170569,relativistic upper bound,1.0,0.7881605351170569,0.55,0.0
0.7947826086956522,relativistic upper bound,1.0,0.7947826086956522,0.55,0.0
0.8014046822742474,relativistic upper bound,1.0,0.8014046822742474,0.55,0.0
0.8080267558528428,relativistic upper bound,1.0,0.8080267558528428,0.55,0.0
0.8146488294314381,relativistic upper bound,1.0,0.8146488294314381,0.55,0.0
0.8212709030100335,relativistic upper bound,1.0,0.8212709030100335,0.55,0.0
0.8278929765886287,relativistic upper bound,1.0,0.8278929765886287,0.55,0.0
0.834515050167224,relativistic upper bound,1.0,0.834515050167224,0.55,0.0
0.8411371237458194,relativistic upper bound,1.0,0.8411371237458194,0.55,0.0
0.8477591973244147,relativistic upper bound,1.0,0.8477591973244147,0.55,0.0
0.85438127090301,relativistic upper bound,1.0,0.85438127090301,0.55,0.0
0.8610033444816053,relativistic upper bound,1.0,0.8610033444816053,0.55,0.0
0.8676254180602007,relativistic upper bound,1.0,0.8676254180602007,0.55,0.0
